SENTTOT,SENSPLT0,DISTRICT,MONSEX,OFFGUIDE,SENTRNGE,XCRHISSR
2,2,17,1,16,2,1
66,66,12,0,16,8,1
288,288,30,0,26,8,5
60,60,20,0,13,0,5
4.24,4.24,89,0,17,0,1
7.26,7.26,42,0,17,0,3
57,57,41,0,10,0,1
2304,2304,37,0,27,0,1
,0,47,1,16,0,1
8,8,74,0,17,3,1
24,24,74,0,7,7,1
18,18,41,0,17,0,3
18,18,42,0,17,0,3
87,87,41,0,10,0,1
18,18,41,0,17,5,4
12.03,12.03,41,0,17,5,2
24,24,41,0,17,0,6
0.03,0.03,74,0,17,3,2
8,8,74,0,17,3,1
14,14,70,1,16,4,1
,0,42,0,17,0,1
120,120,17,0,13,0,6
4.37,4.37,84,0,17,0,1
4.89,4.89,41,0,17,5,1
1.77,1.77,41,1,17,0,1
37,37,42,0,17,0,6
,0,42,0,17,0,1
21,21,42,0,17,0,4
162,162,42,0,10,8,3
8,8,74,0,17,3,1
12.03,12.03,17,0,13,8,1
108,108,42,0,10,8,2
108,108,41,0,10,2,3
204,204,19,0,10,8,6
24,24,74,0,17,0,4
,8,16,1,29,0,1
33,33,61,0,10,8,1
120,120,19,0,13,0,1
12.66,12.66,61,0,13,0,1
57,57,4,0,10,0,1
10.03,10.03,13,1,16,2,1
57,57,25,0,13,0,3
168,168,52,0,10,5,1
60,60,32,0,10,0,1
20,20,63,1,16,0,1
,3,25,1,8,2,3
13.03,13.03,70,0,17,3,4
108,108,25,1,10,8,3
10,10,47,0,16,7,2
21,21,70,0,17,0,1
0.03,0.03,24,0,16,6,5
,0,20,1,16,0,1
10,10,70,0,17,3,2
120,120,66,0,4,0,2
37,37,44,0,13,0,3
18,18,63,0,25,0,6
0.03,0.03,70,0,17,0,1
3.65,3.65,70,1,1,0,1
,0,20,1,4,0,1
87,87,31,0,26,0,1
6,6,70,0,16,0,1
6,6,70,1,17,3,3
36,36,70,0,13,7,3
6,6,41,1,17,8,2
4,4,71,0,16,7,1
85,85,53,0,10,8,6
4.3,4.3,41,0,17,5,3
120,120,29,1,10,0,1
60,60,5,0,13,0,5
112,112,43,0,19,2,2
120,120,43,1,10,8,5
85,85,43,0,10,2,6
240,240,36,0,10,0,2
60,60,53,0,7,8,1
,0,42,0,17,0,1
2.96,2.96,41,0,17,0,2
192,192,12,0,10,8,6
24,24,48,0,26,2,4
0.03,0.03,42,0,17,0,1
48,48,42,0,10,0,1
20,20,69,0,24,8,6
8,8,42,0,17,8,1
46,46,76,0,7,8,1
228,228,43,0,10,8,5
84,84,43,0,19,8,1
1.99,1.99,42,0,17,0,1
1.92,1.92,42,0,17,0,1
1.59,1.59,42,1,17,0,1
,0,42,0,17,0,1
,0,42,0,17,0,1
57,57,42,0,10,2,3
2.26,2.26,42,1,17,0,1
2,2,12,0,16,8,1
,0,42,0,17,8,2
,0,72,1,16,8,1
,0,72,1,16,8,1
0.03,0.03,42,0,17,0,1
,0,42,0,17,0,1
24,24,42,1,10,8,3
,0,42,0,17,0,1
30,30,30,0,13,0,3
45,45,46,0,16,0,6
42,42,47,0,10,8,2
0.03,0.03,53,1,16,8,1
480,480,85,0,22,6,4
30,30,9,0,13,8,3
0.03,0.03,6,1,16,0,1
125,125,76,0,10,8,4
11.72,11.72,27,0,10,2,2
180,180,41,0,13,6,6
108,108,76,0,10,0,3
46,46,30,0,13,0,5
,0,74,1,16,0,1
,0,54,1,16,8,1
94,94,54,0,26,2,1
50,50,52,0,4,6,4
108,108,9,1,10,0,3
21,21,30,0,13,0,3
1.62,1.62,41,0,17,0,1
2.53,2.53,30,0,17,0,1
18,18,74,0,10,4,1
87,87,37,0,10,0,3
188,188,70,0,27,0,1
,0,70,0,17,3,3
37,37,72,1,16,0,2
3.56,3.56,31,1,17,0,1
41,41,30,0,13,6,2
24,24,77,0,26,0,1
,0,70,0,10,2,1
3.1,3.1,70,0,17,0,1
72,72,74,0,10,7,3
0.03,0.03,71,0,10,7,1
87,87,28,1,10,0,1
180,180,72,0,10,0,1
108,108,15,0,10,7,5
0.03,0.03,71,0,10,7,1
,8,28,0,10,0,1
7,7,70,0,17,3,2
8,8,42,0,17,0,2
2.27,2.27,77,1,4,8,1
24,24,74,1,10,3,1
70,70,28,0,10,0,1
0.03,0.03,71,0,10,7,1
84,84,39,0,10,8,1
60,60,39,0,13,0,1
18,18,73,0,13,0,2
120,120,87,0,10,0,1
0.03,0.03,74,0,17,3,1
130,130,73,0,21,8,6
12.03,12.03,41,0,17,0,2
180,180,30,0,4,6,2
60,60,76,1,20,6,1
,0,81,1,30,0,1
188,188,70,0,22,0,2
180,180,4,0,10,6,1
72,72,4,0,13,6,2
,0,1,0,10,8,1
250,250,1,0,4,0,5
4.27,4.27,70,0,17,0,1
204,204,39,0,10,8,6
70,70,4,0,10,7,1
480,480,72,0,27,0,5
70,70,28,0,10,0,1
46,46,72,0,10,0,4
151,151,19,0,10,0,4
198,198,17,0,10,8,3
66,66,4,0,10,8,1
121,121,6,0,7,8,2
109,109,82,0,10,2,2
156,156,19,0,26,5,2
0.03,0.03,50,0,21,7,1
,0,32,0,16,8,1
9.02,9.02,42,0,13,0,1
60,60,72,0,10,0,1
189,189,72,0,27,0,1
10,10,42,0,17,6,1
36,36,30,0,13,0,3
60,60,79,0,10,0,2
24,24,72,1,16,0,
96,96,19,0,13,6,1
51,51,74,0,10,4,2
1.03,1.03,45,0,21,2,1
,0,81,1,30,0,1
52,52,41,0,16,0,2
,0,81,1,30,0,1
0.03,0.03,42,0,17,0,3
180,180,53,0,10,0,4
33,33,73,0,28,0,1
18,18,42,0,17,8,1
120,120,45,0,16,8,2
0.03,0.03,20,0,16,8,2
57,57,41,0,10,0,1
6.01,6.01,41,0,17,5,2
33,33,57,0,13,8,4
33,33,41,0,17,0,4
5.98,5.98,41,0,17,5,2
5.95,5.95,41,1,17,5,2
19.22,19.22,41,0,17,0,3
220,220,53,0,26,8,4
3.46,3.46,42,0,17,0,1
6,6,43,0,18,0,1
240,240,69,0,10,0,3
384,384,68,0,4,0,1
90,90,72,0,10,2,1
4,4,74,1,17,3,2
327,327,69,0,27,0,4
37,37,41,1,10,0,1
41,41,87,0,24,0,6
,0,81,1,30,0,1
41,41,74,0,7,5,1
12.03,12.03,41,0,17,0,2
18,18,41,0,17,0,1
96,96,87,0,13,0,5
120,120,63,1,10,8,2
24,24,25,0,13,0,4
24,24,63,0,28,0,1
300,300,63,0,7,8,2
34,34,87,0,10,8,1
60,60,66,0,10,2,6
60,60,56,0,10,0,1
24,24,41,0,17,0,4
84,84,66,0,7,8,1
37,37,66,0,13,0,3
4.8,4.8,70,0,17,0,2
52,52,4,0,13,0,4
120,120,66,0,10,8,5
87,87,4,0,10,7,1
6,6,25,0,10,8,1
12.03,12.03,66,0,16,8,6
84,84,66,0,7,8,1
33,33,70,0,17,3,6
3.81,3.81,70,0,17,0,3
3.58,3.58,41,0,1,0,1
,4,52,0,16,8,1
470,470,22,0,22,0,1
6,6,66,0,16,8,1
4.14,4.14,70,0,17,0,1
0.07,0.07,48,0,16,0,1
18,18,22,0,8,0,2
3.65,3.65,41,0,17,0,3
30,30,22,0,8,0,4
24,24,22,0,8,0,3
12.03,12.03,81,0,4,8,1
37,37,65,0,10,7,6
,0,47,1,10,7,3
27,27,70,0,17,3,3
0.03,0.03,44,1,10,2,1
6,6,54,0,7,8,1
36,36,46,0,13,8,2
10,10,42,0,17,0,3
60,60,65,0,10,0,2
140,140,44,0,10,7,6
8,8,70,0,17,0,2
47,47,49,0,10,2,3
84,84,65,0,10,0,6
21,21,22,0,8,0,3
27,27,47,0,13,0,5
3.55,3.55,41,0,17,0,2
48,48,65,0,13,0,2
3.22,3.22,62,0,17,0,1
57,57,54,1,10,0,1
24,24,22,0,8,6,2
12.03,12.03,0,1,16,5,1
,0,83,0,9,0,1
0.03,0.03,44,1,10,2,1
3.58,3.58,41,0,17,0,1
24,24,16,0,13,7,4
0.46,0.46,62,1,16,8,1
120,120,63,0,10,7,6
41,41,72,0,10,8,1
63,63,49,0,16,0,1
46,46,19,0,13,0,4
80,80,82,0,10,8,1
120,120,82,0,26,6,1
5.3,5.3,42,0,17,0,1
37,37,42,0,17,0,3
30,30,13,0,13,7,3
0.03,0.03,66,1,10,2,6
4.4,4.4,84,0,17,0,1
18,18,83,0,25,8,6
6.72,6.72,3,1,16,0,1
,8,42,0,17,0,1
5.19,5.19,84,0,17,0,1
0.03,0.03,42,0,17,0,1
,0,42,0,17,0,1
,0,42,0,17,0,1
24,24,42,0,17,0,3
,0,42,0,17,8,1
46,46,16,0,16,0,1
8,8,42,0,17,0,2
,0,42,0,17,0,1
0.03,0.03,44,1,10,2,1
75,75,49,0,10,2,5
60,60,13,0,7,7,1
71,71,25,0,7,4,1
2.43,2.43,42,0,17,0,1
45,45,44,0,10,2,4
18,18,8,0,16,8,1
108,108,9,0,10,0,3
60,60,66,1,10,2,4
46,46,46,0,13,0,1
108,108,76,0,10,8,5
,0,42,0,17,0,1
,0,82,0,6,7,3
48,48,82,0,10,2,3
150,150,76,0,10,8,1
46,46,76,0,10,0,1
,0,42,0,17,0,1
1.43,1.43,42,0,17,0,1
40,40,76,0,10,7,2
14,14,82,0,1,0,1
34,34,82,0,10,8,1
144,144,56,0,10,2,6
70,70,31,0,16,0,1
1.49,1.49,42,0,17,0,1
72,72,8,0,10,8,4
0.03,0.03,35,0,17,0,3
0.03,0.03,37,1,16,8,1
77,77,64,0,13,0,6
180,180,66,0,13,6,2
120,120,66,0,13,0,6
,8,41,0,17,0,2
,0,42,0,17,0,1
,0,37,0,16,8,4
,0,42,0,17,0,1
0.03,0.03,35,0,17,0,1
,0,42,0,17,0,1
30,42,16,0,10,4,6
84,84,39,0,16,8,1
,0,42,0,17,0,1
18,18,48,0,13,0,3
144,144,75,0,10,2,2
,0,42,0,17,0,1
28,28,41,0,17,0,6
5.62,5.62,9,0,16,0,1
300,300,22,0,27,7,2
132,132,15,0,26,7,4
27,27,15,0,13,7,1
18,18,45,0,13,8,3
18,18,77,0,4,8,1
12.03,12.03,58,0,17,8,4
57,57,28,0,10,0,1
121,121,28,0,10,0,2
78,78,83,0,10,8,3
97,97,38,0,10,0,2
0.03,0.03,4,0,17,0,1
63,63,82,0,13,0,1
78,78,31,0,7,0,1
41,41,38,0,10,0,2
24,24,39,0,5,2,1
30,30,34,0,13,0,2
14,14,52,0,5,5,2
30,30,38,0,13,0,2
120,120,89,0,13,7,6
7,7,84,0,17,3,2
84,84,89,0,10,8,6
51,51,31,0,10,0,1
216,216,60,0,10,8,6
15,15,64,1,21,7,1
37,37,31,0,10,7,1
52,52,15,0,13,0,3
70,70,4,0,10,7,1
60,60,4,0,10,0,1
50,50,89,0,13,5,6
0.03,0.03,1,0,13,8,3
,0,73,0,16,2,1
87,87,55,0,10,2,3
150,150,29,0,10,8,5
470,470,65,0,22,0,1
,0,42,0,30,0,1
27,27,70,0,28,0,1
120,120,65,0,21,8,4
180,180,55,0,10,8,3
72.03,72.03,65,0,10,7,1
52,52,65,0,13,0,4
151,151,68,0,27,0,1
60,60,4,0,10,2,2
77,77,68,0,13,0,6
36,36,30,0,13,8,1
24,24,65,1,10,8,2
,0,84,0,13,4,1
6,6,84,0,17,3,1
180,180,84,0,27,4,2
46,46,84,0,10,2,4
60,60,65,0,13,0,2
470,470,82,0,22,0,1
,0,38,1,30,0,1
300,300,83,0,27,7,1
,0,8,1,16,0,1
180,180,51,0,13,0,6
36,36,8,0,10,8,1
10,10,84,0,13,0,1
60,60,8,0,13,0,4
70,70,39,0,26,0,1
30,30,52,0,10,2,1
78,78,8,0,16,0,1
8,8,74,0,17,3,3
18,18,87,0,16,8,1
48,48,9,0,7,8,1
51,51,8,0,16,7,1
5,5,42,0,17,0,1
70,70,42,0,10,0,1
52,52,95,0,10,2,2
39,39,52,0,10,8,1
216,216,46,1,27,2,1
70,70,74,0,17,7,1
120,120,95,0,10,8,1
160,160,95,0,7,8,1
144,144,87,0,13,0,6
13.03,13.03,74,0,21,1,1
,0,87,0,30,0,1
48.03,48.03,9,0,10,2,4
48,48,95,1,10,2,3
104,104,9,0,10,8,4
24,24,43,0,10,0,1
8,8,74,0,17,3,1
182,182,95,0,10,2,6
8,8,74,0,17,3,5
46,46,70,0,10,7,1
120,120,95,0,13,0,2
14,14,42,0,17,0,1
,0,87,0,30,0,1
16,16,74,0,10,3,1
63,63,74,0,7,4,1
30,30,74,0,10,3,1
,0,87,1,9,0,1
4.99,4.99,74,1,17,3,2
180,180,95,0,10,0,3
37,37,55,0,10,8,1
46,46,41,0,10,0,1
4.43,4.43,74,1,21,0,1
0.03,0.03,1,0,16,4,1
120,120,41,0,10,0,5
84,84,70,0,28,0,1
0.79,0.79,74,0,17,3,1
100,100,84,0,10,8,5
,6,64,1,21,7,1
18,18,88,1,13,7,3
240,240,64,0,27,7,1
120,120,65,0,10,7,6
,4,32,0,16,7,1
,0,64,0,4,7,2
60,60,30,0,10,0,1
46,46,41,0,17,0,5
,0,65,0,5,7,1
51,51,30,1,24,0,1
84,84,30,0,13,0,4
10,10,23,1,16,6,1
100,100,30,0,7,6,1
72,72,41,0,10,2,1
70,70,45,0,16,0,2
120,120,30,0,10,8,2
0.03,0.03,26,0,13,8,1
24,24,29,0,10,2,4
30,30,26,0,13,0,3
60,60,41,0,10,5,5
75,75,41,0,10,2,1
120,120,41,0,10,0,2
54,54,6,0,21,8,1
1.48,1.48,23,1,13,0,1
81,81,41,0,17,2,1
45,45,41,0,13,8,1
135,135,79,0,10,2,1
60,60,57,0,10,7,1
87,87,6,0,7,4,3
28,28,20,0,10,8,2
7,7,84,0,17,3,2
37,37,45,0,13,0,3
0.03,0.03,26,0,16,0,1
120,120,71,0,10,8,2
40,40,89,0,7,8,1
365,365,20,0,27,8,5
,0,90,0,6,0,1
12.03,12.03,5,0,13,4,1
120,120,36,0,26,0,1
240,240,6,0,27,8,1
18,18,26,0,13,0,1
,0,15,1,10,2,3
30,30,90,0,4,8,1
,0,90,1,6,0,1
41,41,64,1,16,0,1
168,168,32,0,10,0,1
100,100,51,0,13,0,5
168,168,42,1,10,2,5
248,248,61,0,10,2,6
37,37,8,0,5,0,1
,6,47,0,13,7,3
24,24,49,0,13,8,3
,0,57,1,21,8,1
37,37,12,0,13,0,4
11,11,47,0,10,4,3
3,3,12,0,10,2,2
72,72,87,0,10,8,1
,0,66,0,10,2,1
108,108,87,0,10,8,1
0.03,0.03,42,0,17,0,1
,0,36,0,16,0,1
420,420,66,0,7,0,5
420,420,51,0,26,7,1
96,96,66,0,10,2,5
60,60,66,0,10,2,3
7,7,31,0,17,0,2
0.03,0.03,83,1,16,0,1
,0,63,1,16,0,1
,0,42,0,17,0,1
252,252,63,0,10,8,6
24,24,66,1,10,2,1
36,36,66,0,13,8,4
,0,42,0,17,0,1
46,46,63,1,13,2,3
7.02,7.02,47,0,17,0,1
0.03,0.03,30,0,17,0,1
66,66,53,0,10,8,2
,0,42,0,17,0,1
131,131,36,0,26,0,2
4,4,70,0,17,3,3
12.03,12.03,70,0,17,3,3
135,135,30,0,27,8,1
4.03,4.03,42,0,17,0,1
,0,42,0,17,0,1
96,96,13,0,26,7,4
12.03,12.03,12,0,10,7,1
0.03,0.03,42,0,17,0,2
240,240,8,0,22,0,2
150,150,49,0,10,0,3
102,102,12,0,13,0,5
360,360,8,0,22,0,2
102,102,13,0,26,7,3
120,120,61,1,10,2,2
162,162,39,0,10,0,6
40,40,43,1,19,2,3
,0,42,0,17,0,1
,0,42,0,17,0,1
125,125,12,0,4,7,6
0.03,0.03,42,0,17,0,1
1.97,1.97,42,0,17,0,1
51,51,40,0,16,0,1
,0,42,0,17,0,1
154,154,85,0,26,0,1
3.82,3.82,42,0,17,0,1
18,18,39,0,25,0,3
168,168,40,0,10,0,1
42,42,51,0,3,2,6
72,72,40,0,16,0,6
240,240,39,0,10,0,6
60,60,82,0,26,7,6
75,75,49,0,10,7,3
,0,42,0,17,8,3
2.07,2.07,42,0,17,0,1
204,204,39,0,10,0,5
240,240,40,0,16,6,4
25,25,42,0,5,8,1
63,63,39,0,10,0,3
168,168,61,0,10,0,5
120,120,40,0,16,6,1
24,24,40,0,16,0,4
0.03,0.03,42,0,17,0,1
0.66,0.66,41,0,17,0,1
97,97,39,1,10,0,3
121,121,66,1,4,0,1
696,696,66,0,27,7,1
8,8,85,0,16,0,1
33,33,63,1,10,0,2
97,97,67,0,10,0,2
18,18,54,0,25,6,2
0.03,0.03,85,0,17,0,1
60,60,77,1,10,2,6
5,5,70,0,17,3,1
24,24,77,0,26,8,4
470,470,30,0,27,0,2
5,5,77,0,16,2,1
192,192,52,0,10,0,6
0.03,0.03,71,0,10,7,1
2.14,2.14,42,0,17,0,1
0.03,0.03,71,0,10,7,1
15,15,77,0,4,8,1
68,68,22,0,16,8,6
45,45,12,0,13,7,4
8,12,43,0,10,0,1
168,168,70,0,10,4,4
0.03,0.03,71,0,10,7,1
35,35,45,0,10,8,5
,0,45,1,10,2,1
0.1,0.1,52,1,16,8,1
0.03,0.03,42,0,17,,
0.03,0.03,42,0,17,,
0.2,0.2,84,0,10,2,1
37,37,88,0,17,3,5
61,61,66,0,10,8,2
0.03,0.03,42,1,17,,
51,51,20,0,13,0,4
36,36,83,0,4,7,5
2.02,2.02,42,0,17,0,1
30,30,8,0,16,8,1
24,24,9,0,13,0,1
160,160,67,0,10,0,3
57,57,8,0,16,8,2
18,18,83,0,25,0,6
,0,42,0,17,0,1
66,66,35,0,10,0,1
140,140,54,0,10,2,4
4,4,42,0,17,8,2
21,21,72,1,16,0,1
36,36,15,0,10,2,1
77,77,28,0,13,0,6
151,151,35,0,10,0,6
84,84,76,0,10,1,3
10,10,70,0,17,3,3
100,100,58,0,10,5,6
6,6,70,0,17,3,3
4.2,4.2,70,0,17,3,2
36,36,81,0,10,2,6
63,63,76,0,10,8,5
6.16,6.16,70,0,17,3,3
30,30,41,0,17,8,1
,0,89,0,17,3,2
18,18,44,0,17,0,3
4.2,4.2,70,0,17,3,1
12.03,12.03,35,0,28,0,1
41,41,51,0,13,8,5
84,84,82,0,26,8,6
0.03,0.03,30,0,17,0,2
72,72,18,0,13,0,4
2.14,2.14,42,0,17,0,1
84,84,30,0,16,6,5
,0,42,1,17,0,1
0.03,0.03,42,0,17,0,1
,0,42,0,17,0,1
,0,44,0,13,8,3
0.03,0.03,42,0,17,0,1
,0,42,0,17,0,1
51,51,30,0,13,0,6
30,30,48,0,16,7,2
1.62,1.62,42,0,17,0,1
70,70,41,0,10,0,4
16,16,5,0,17,0,2
210,210,39,0,10,2,2
59,59,12,0,10,7,1
188,188,30,0,7,8,1
15,15,74,0,17,3,2
110,110,43,0,18,0,1
10,10,84,0,17,7,2
57,57,74,1,26,0,1
144,144,41,0,10,2,3
18,18,74,1,10,3,1
7,7,74,0,17,3,3
63,63,12,0,13,7,6
,0,42,0,17,8,3
6,6,74,0,17,3,3
18,18,74,1,17,4,4
37,37,62,0,17,1,2
120,120,26,0,10,0,2
3.68,3.68,84,0,17,0,1
15,15,42,1,17,6,1
18,18,74,0,10,3,1
63,63,42,0,23,0,1
18,18,42,1,17,0,1
3,3,42,1,17,0,1
37,37,82,0,17,3,6
87,87,64,0,10,7,1
36,36,74,0,10,7,1
63,63,20,0,16,0,3
24,24,70,1,10,3,1
24,24,74,0,10,3,1
57,57,41,0,10,0,1
135,135,42,0,10,8,1
,0,25,1,13,8,1
13.03,13.03,74,1,10,3,1
,0,29,0,30,0,
30,30,10,0,10,8,1
57,57,22,0,10,0,1
,0,10,0,17,4,1
18,18,29,0,16,8,1
87,87,69,0,18,0,1
48,48,18,0,10,8,2
70,70,8,0,16,0,1
97,97,49,0,13,0,3
200,200,54,0,10,7,6
262,262,40,0,10,0,1
56,56,28,0,16,2,4
10,10,42,0,17,0,3
,0,65,1,16,8,1
120,120,20,0,26,8,6
2.16,2.16,42,1,17,0,1
110,110,65,0,13,8,3
,0,4,0,10,7,1
1,1,31,0,17,0,1
,0,4,0,16,0,1
84,84,4,0,10,7,2
12,12,5,0,10,7,1
204,204,84,0,22,4,4
40,40,34,0,10,2,3
0.03,0.03,88,0,13,7,6
96,96,8,0,13,0,4
150,150,45,0,7,8,2
48,48,45,0,10,8,2
96,96,29,0,13,6,5
105,105,36,0,13,0,4
12.03,12.03,80,0,16,8,1
121,121,41,0,10,0,4
87,87,41,0,17,0,1
300,300,66,0,10,8,1
180,180,42,0,10,8,5
3.92,3.92,87,0,17,0,1
230,230,49,0,10,2,6
14,14,87,1,10,8,1
,0,87,1,1,0,1
12.03,12.03,8,0,10,8,1
108,108,80,0,10,2,1
0.03,0.03,60,0,24,8,3
0.03,0.03,7,0,13,8,3
151,151,7,0,10,7,1
12,12,74,0,9,6,1
3.02,3.02,42,0,17,0,1
0.03,0.03,7,0,4,2,4
132,132,7,0,10,8,4
54,54,31,0,10,8,2
38,38,7,0,16,0,1
66,66,1,0,13,8,3
26,26,54,1,16,2,4
70,70,41,0,18,0,3
4.34,4.34,74,0,17,3,2
,0,7,0,11,2,1
0.03,0.03,7,0,17,8,2
180,180,17,0,13,0,4
57,57,91,0,10,0,1
30,30,41,0,10,0,1
24,24,41,0,23,5,1
12.03,12.03,41,0,10,2,1
6,6,74,0,17,3,3
10,10,41,0,23,0,1
46,46,41,0,23,0,1
4.83,4.83,41,0,17,0,3
6.6,6.6,41,0,17,5,2
27,27,41,0,17,0,1
15,15,41,0,10,2,1
36,36,41,0,17,5,6
12.03,12.03,41,1,10,0,1
18,18,74,0,17,3,5
2.89,2.89,74,0,17,3,2
33,33,74,0,17,3,6
24,24,6,0,13,0,1
22.8,22.8,74,0,10,4,2
18,18,74,1,10,3,4
70,70,1,0,10,0,1
,0,7,0,10,7,1
46,46,11,0,10,0,1
4.53,4.53,41,0,17,0,1
21,21,74,1,10,3,1
18,18,41,0,16,8,1
262,262,46,0,27,0,1
16,16,42,0,17,0,1
37,37,42,0,10,0,1
18,18,49,0,13,0,3
14,14,2,0,7,7,2
,0,60,1,16,8,1
,0,42,0,17,0,1
2.07,2.07,42,0,17,0,1
,0,42,0,17,0,1
0.03,0.03,42,0,17,0,1
18,18,42,0,17,8,4
3,3,42,0,25,0,2
,0,17,0,11,0,1
57,57,61,0,29,0,1
18,18,42,0,17,0,2
84,84,57,0,7,0,1
48,48,76,0,13,2,6
180,180,57,0,7,0,6
72,72,36,1,16,8,1
18,18,42,0,17,8,2
48,48,57,0,16,8,2
100,100,39,0,10,8,1
0.03,0.03,0,1,10,2,3
125,125,5,0,4,8,1
,0,20,1,16,8,1
120,120,39,0,7,0,2
60,60,4,0,10,8,1
0.03,0.03,70,1,13,8,1
15,15,52,0,16,8,1
164,164,35,0,10,8,6
188,188,73,0,10,8,6
7.65,7.65,41,0,17,5,3
5.29,5.29,41,0,17,5,2
0.03,0.03,72,0,10,8,1
16,16,72,0,16,0,1
30,30,41,0,17,8,3
70,70,8,0,4,0,2
36,36,32,0,27,7,1
8,8,1,0,17,5,3
60,60,70,1,13,0,3
7,7,49,0,16,8,1
4.69,4.69,42,0,17,0,2
126,126,49,0,10,2,3
18,18,70,0,17,3,2
151,151,36,0,13,0,6
4.26,4.26,6,0,17,0,1
2,2,41,0,17,0,3
23.99,23.99,70,0,13,7,4
37,37,40,0,13,0,3
144,144,72,0,10,7,6
150,150,41,0,4,6,5
60,60,88,0,13,6,4
0.03,0.03,42,0,17,0,2
6.7,6.7,41,0,17,5,2
,0,20,1,16,0,1
18,18,74,0,10,4,1
12.03,12.03,74,0,17,3,5
4,4,88,0,17,3,3
18,18,74,0,10,5,1
22,22,69,0,16,0,2
12.03,12.03,41,0,17,8,2
,0,22,0,30,0,1
6,6,70,0,17,3,2
,0,42,0,17,0,1
72,72,14,0,21,8,1
,0,14,0,15,0,1
12.03,12.03,48,0,25,5,6
188,188,39,0,10,0,6
14,14,47,0,13,2,3
,0,49,0,5,2,1
121,121,39,0,10,0,2
175,175,49,1,10,8,4
24,24,36,0,13,0,1
120,120,14,0,10,0,3
40,40,14,1,10,8,1
32,32,43,0,16,2,1
120,120,39,0,10,8,5
100,100,14,0,10,0,6
0.03,0.03,31,0,17,0,1
1.59,1.59,31,0,17,7,2
120,120,51,0,10,7,5
60,60,43,1,10,8,2
96,96,18,0,13,7,6
18,18,18,0,13,8,2
15.82,15.82,8,0,13,8,4
,0,35,1,16,7,1
0.03,0.03,8,0,16,2,1
,0,4,1,16,0,1
72,72,75,0,10,2,6
169,169,38,0,10,0,6
380,380,38,0,10,0,5
100,100,79,0,7,7,1
204,204,63,0,10,2,6
6,6,94,0,5,2,2
0.92,0.92,31,0,17,0,1
10,10,14,0,17,0,3
100,100,14,0,10,2,5
144,144,14,0,10,8,6
7.03,7.03,14,0,24,8,2
0.03,0.03,41,0,17,0,1
120,120,14,0,10,8,6
132,132,14,0,10,8,6
36,36,14,0,13,2,4
37,37,14,0,10,8,6
63,63,14,0,10,0,1
41,41,14,0,10,2,1
,0,35,1,16,0,1
111,111,30,0,10,0,3
18,18,14,0,13,0,1
0.03,0.03,14,1,10,2,1
,0,14,1,10,8,1
147,147,14,0,10,2,1
27,27,14,0,15,0,6
12,12,14,0,13,0,2
6,6,14,0,16,0,1
144,144,14,0,10,7,6
12.03,12.03,14,0,13,0,2
,12,61,1,16,2,1
168,168,14,0,4,8,4
108,108,14,0,10,2,3
120,120,14,0,10,8,1
12.03,12.03,94,0,17,7,1
264,264,14,0,27,7,4
120,120,14,0,10,8,1
102,102,14,0,27,2,1
18,18,14,0,5,8,1
13,13,1,1,10,8,1
0.99,0.99,94,1,17,0,1
0.03,0.03,14,0,10,0,1
0.03,0.03,14,0,16,0,1
264,264,43,0,10,8,6
30,30,14,1,10,7,1
8.49,8.49,94,0,17,7,1
180,180,14,1,10,0,6
40,40,14,0,16,8,1
300,300,10,0,19,8,1
156,156,14,0,10,8,6
230,230,14,0,26,0,3
120,120,14,0,13,0,6
0.03,0.03,31,0,17,0,1
27,27,14,0,29,2,1
210.39,210.39,43,0,10,8,6
120,120,1,0,21,7,1
112,112,31,1,10,8,1
180,180,14,0,10,7,6
36,36,39,1,10,8,1
180,180,53,0,27,8,2
8,8,85,0,17,4,3
144,144,16,0,26,0,3
118,118,66,0,10,2,4
30,36,12,0,10,0,1
46,58,12,0,10,6,1
300,300,43,0,10,0,6
276,276,66,0,10,0,6
,0,4,0,17,0,1
18,18,67,0,13,7,4
160,160,49,0,10,7,5
135,135,41,0,10,8,2
0.03,0.03,41,0,17,0,1
24,24,14,0,13,0,1
0.03,0.03,41,0,17,0,1
0.03,0.03,41,0,17,0,2
16,16,87,0,17,0,3
,0,85,1,10,7,4
,12,85,0,4,7,1
55,55,14,0,10,2,3
0.03,0.03,70,0,17,0,1
120,120,51,0,10,2,6
162,162,51,0,10,8,1
3.29,3.29,41,0,17,0,1
720,720,30,0,27,0,1
84,84,30,0,21,2,2
12.03,12.03,52,0,10,2,1
4.36,4.36,70,0,17,0,2
12,12,41,0,17,0,2
0.03,0.03,41,1,17,0,1
37,37,30,0,23,2,1
28,28,43,0,4,0,4
60,60,18,0,13,0,3
0.03,0.03,28,1,13,8,1
108,108,22,0,7,8,1
160,160,66,1,10,0,5
97,97,40,0,10,0,3
60,60,60,0,10,7,5
144,144,8,0,16,0,1
420,420,60,0,27,8,1
10,10,73,0,16,0,1
3.29,3.29,41,0,17,0,1
34,34,62,0,13,6,1
48,48,0,0,13,0,3
30,30,49,0,13,0,6
108,108,4,0,10,6,2
72,72,4,0,10,0,1
70,70,4,0,10,7,1
14,14,28,0,25,0,4
87,87,49,0,10,7,6
37,37,1,0,10,0,1
34,34,47,0,13,0,3
72,72,4,0,10,0,1
24,24,65,0,10,0,1
,0,18,1,10,8,1
